Name,API Name,CoreMark Score,Compute Family,FFmpeg FPS,Instance Memory,vCPUs,Instance Storage,Network Performance,On Demand,Linux Reserved cost,Linux Spot Minimum cost,Windows On Demand cost,Windows Reserved cost
M8IB 48xlarge,m8ib.48xlarge,"4,633,204.633",General purpose,284.0 fps,768 GiB,192 vCPUs,EBS only,200 Gigabit,,,,,
M8IB Quadruple Extra Large,m8ib.4xlarge,"372,656.341",General purpose,146.0 fps,64 GiB,16 vCPUs,EBS only,Up to 33.33 Gigabit,,,,,
M8IB Eight Extra Large,m8ib.8xlarge,"778,967.868",General purpose,233.0 fps,128 GiB,32 vCPUs,EBS only,33.33 Gigabit,,,,,
M8IB 96xlarge,m8ib.96xlarge,"8,852,515.705",General purpose,260.0 fps,1536 GiB,384 vCPUs,EBS only,400 Gigabit,,,,,
M8IB Large,m8ib.large,"45,879.452",General purpose,20.0 fps,8 GiB,2 vCPUs,EBS only,Up to 16.66 Gigabit,,,,,
M8IB Extra Large,m8ib.xlarge,"93,611.046",General purpose,40.0 fps,16 GiB,4 vCPUs,EBS only,Up to 20 Gigabit,,,,,
M8ID 12xlarge Extra Large,m8id.12xlarge,,General purpose,,192 GiB,48 vCPUs,2850 GB NVMe SSD,22.5 Gigabit,,,,,
M8ID 16xlarge Extra Large,m8id.16xlarge,,General purpose,,256 GiB,64 vCPUs,3800 GB NVMe SSD,30 Gigabit,,,,,
M8ID 24xlarge,m8id.24xlarge,,General purpose,,384 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),40 Gigabit,,,,,
M8ID Double Extra Large,m8id.2xlarge,,General purpose,,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 15 Gigabit,,,,,
M8ID 32xlarge,m8id.32xlarge,,General purpose,,512 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),50 Gigabit,,,,,
M8ID 48xlarge,m8id.48xlarge,,General purpose,,768 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),75 Gigabit,,,,,
M8ID Quadruple Extra Large,m8id.4xlarge,,General purpose,,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 15 Gigabit,,,,,
M8ID Eight Extra Large,m8id.8xlarge,,General purpose,,128 GiB,32 vCPUs,1900 GB NVMe SSD,15 Gigabit,,,,,
M8ID 96xlarge,m8id.96xlarge,,General purpose,,1536 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),100 Gigabit,,,,,
M8ID Large,m8id.large,,General purpose,,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
M8ID Metal-48xl,m8id.metal-48xl,,General purpose,,768 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),75 Gigabit,,,,,
M8ID Metal-96xl,m8id.metal-96xl,,General purpose,,1536 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),100 Gigabit,,,,,
M8ID Extra Large,m8id.xlarge,,General purpose,,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 12.5 Gigabit,,,,,
M8IDB 12xlarge Extra Large,m8idb.12xlarge,"1,153,938.617",General purpose,284.0 fps,192 GiB,48 vCPUs,2850 GB NVMe SSD,50 Gigabit,,,,,
M8IDB 16xlarge Extra Large,m8idb.16xlarge,"1,531,405.783",General purpose,278.0 fps,256 GiB,64 vCPUs,3800 GB NVMe SSD,66.66 Gigabit,,,,,
M8IDB 24xlarge,m8idb.24xlarge,"2,234,636.872",General purpose,227.0 fps,384 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),100 Gigabit,,,,,
M8IDB Double Extra Large,m8idb.2xlarge,"186,763.161",General purpose,78.0 fps,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 26.66 Gigabit,,,,,
M8IDB 32xlarge,m8idb.32xlarge,"3,157,894.737",General purpose,227.0 fps,512 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),133.33 Gigabit,,,,,
M8IDB 48xlarge,m8idb.48xlarge,"4,544,916.558",General purpose,299.0 fps,768 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),200 Gigabit,,,,,
M8IDB Quadruple Extra Large,m8idb.4xlarge,"377,774.28",General purpose,147.0 fps,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 33.33 Gigabit,,,,,
M8IDB Eight Extra Large,m8idb.8xlarge,"779,505.501",General purpose,224.0 fps,128 GiB,32 vCPUs,1900 GB NVMe SSD,33.33 Gigabit,,,,,
M8IDB 96xlarge,m8idb.96xlarge,"8,017,119.891",General purpose,188.0 fps,1536 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),400 Gigabit,,,,,
M8IDB Large,m8idb.large,"45,736.936",General purpose,20.0 fps,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 16.66 Gigabit,,,,,
M8IDB Extra Large,m8idb.xlarge,"97,719.87",General purpose,40.0 fps,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 20 Gigabit,,,,,
M8IDN 12xlarge Extra Large,m8idn.12xlarge,"1,156,487.17",General purpose,235.0 fps,192 GiB,48 vCPUs,2850 GB NVMe SSD,75 Gigabit,,,,,
M8IDN 16xlarge Extra Large,m8idn.16xlarge,"1,497,251.14",General purpose,246.0 fps,256 GiB,64 vCPUs,3800 GB NVMe SSD,100 Gigabit,,,,,
M8IDN 24xlarge,m8idn.24xlarge,"2,315,066.016",General purpose,278.0 fps,384 GiB,96 vCPUs,5700 GB (2×2850 GB NVMe SSD),150 Gigabit,,,,,
M8IDN Double Extra Large,m8idn.2xlarge,"189,506.1",General purpose,78.0 fps,32 GiB,8 vCPUs,474 GB NVMe SSD,Up to 40 Gigabit,,,,,
M8IDN 32xlarge,m8idn.32xlarge,"3,097,773.475",General purpose,294.0 fps,512 GiB,128 vCPUs,7600 GB (2×3800 GB NVMe SSD),200 Gigabit,,,,,
M8IDN 48xlarge,m8idn.48xlarge,"4,311,942.058",General purpose,288.0 fps,768 GiB,192 vCPUs,11400 GB (3×3800 GB NVMe SSD),300 Gigabit,,,,,
M8IDN Quadruple Extra Large,m8idn.4xlarge,"378,012.285",General purpose,145.0 fps,64 GiB,16 vCPUs,950 GB NVMe SSD,Up to 50 Gigabit,,,,,
M8IDN Eight Extra Large,m8idn.8xlarge,"767,294.089",General purpose,247.0 fps,128 GiB,32 vCPUs,1900 GB NVMe SSD,50 Gigabit,,,,,
M8IDN 96xlarge,m8idn.96xlarge,"8,919,860.627",General purpose,254.0 fps,1536 GiB,384 vCPUs,22800 GB (6×3800 GB NVMe SSD),600 Gigabit,,,,,
M8IDN Large,m8idn.large,"42,614.393",General purpose,20.0 fps,8 GiB,2 vCPUs,118 GB NVMe SSD,Up to 25 Gigabit,,,,,
M8IDN Extra Large,m8idn.xlarge,"92,219.02",General purpose,40.0 fps,16 GiB,4 vCPUs,237 GB NVMe SSD,Up to 30 Gigabit,,,,,
M8IN 12xlarge Extra Large,m8in.12xlarge,"1,169,828.181",General purpose,269.0 fps,192 GiB,48 vCPUs,EBS only,75 Gigabit,,,,,
M8IN 16xlarge Extra Large,m8in.16xlarge,"1,499,238.668",General purpose,235.0 fps,256 GiB,64 vCPUs,EBS only,100 Gigabit,,,,,
M8IN 24xlarge,m8in.24xlarge,"2,253,653.383",General purpose,282.0 fps,384 GiB,96 vCPUs,EBS only,150 Gigabit,,,,,
M8IN Double Extra Large,m8in.2xlarge,"198,060.656",General purpose,78.0 fps,32 GiB,8 vCPUs,EBS only,Up to 40 Gigabit,,,,,
M8IN 32xlarge,m8in.32xlarge,"3,165,704.864",General purpose,303.0 fps,512 GiB,128 vCPUs,EBS only,200 Gigabit,,,,,
M8IN 48xlarge,m8in.48xlarge,"4,406,449.022",General purpose,301.0 fps,768 GiB,192 vCPUs,EBS only,300 Gigabit,,,,,
M8IN Quadruple Extra Large,m8in.4xlarge,"371,632.084",General purpose,146.0 fps,64 GiB,16 vCPUs,EBS only,Up to 50 Gigabit,,,,,
M8IN Eight Extra Large,m8in.8xlarge,"742,660.426",General purpose,249.0 fps,128 GiB,32 vCPUs,EBS only,50 Gigabit,,,,,
M8IN 96xlarge,m8in.96xlarge,"8,686,308.884",General purpose,303.0 fps,1536 GiB,384 vCPUs,EBS only,600 Gigabit,,,,,
M8IN Large,m8in.large,"47,225.502",General purpose,20.0 fps,8 GiB,2 vCPUs,EBS only,Up to 25 Gigabit,,,,,
M8IN Extra Large,m8in.xlarge,"97,205.346",General purpose,39.0 fps,16 GiB,4 vCPUs,EBS only,Up to 30 Gigabit,,,,,
M8INE 12xlarge Extra Large,m8ine.12xlarge,"1,130,742.049",General purpose,108.0 fps,192 GiB,48 vCPUs,EBS only,75 Gigabit,,,,,
M8INE Double Extra Large,m8ine.2xlarge,"193,038.547",General purpose,76.0 fps,32 GiB,8 vCPUs,EBS only,12.5 Gigabit,,,,,
M8INE Quadruple Extra Large,m8ine.4xlarge,"385,472.505",General purpose,113.0 fps,64 GiB,16 vCPUs,EBS only,25 Gigabit,,,,,
M8INE Eight Extra Large,m8ine.8xlarge,"798,801.797",General purpose,119.0 fps,128 GiB,32 vCPUs,EBS only,50 Gigabit,,,,,
M8INE Large,m8ine.large,"47,221.785",General purpose,21.0 fps,8 GiB,2 vCPUs,EBS only,3.125 Gigabit,,,,,
M8INE Extra Large,m8ine.xlarge,"97,331.495",General purpose,39.0 fps,16 GiB,4 vCPUs,EBS only,6.25 Gigabit,,,,,
MAC-M3ULTRA Metal,mac-m3ultra.metal,,General purpose,,256 GiB,28 vCPUs,EBS only,10 Gigabit,,,,,
MAC-M4 Metal,mac-m4.metal,,General purpose,,24 GiB,10 vCPUs,1900 GB NVMe SSD,10 Gigabit,,,,,
MAC-M4MAX Metal,mac-m4max.metal,,General purpose,,128 GiB,16 vCPUs,EBS only,10 Gigabit,,,,,
MAC-M4PRO Metal,mac-m4pro.metal,,General purpose,,48 GiB,14 vCPUs,1900 GB NVMe SSD,10 Gigabit,,,,,
MAC1 Metal,mac1.metal,,General purpose,,32 GiB,12 vCPUs,EBS only,25 Gigabit,,,,,
MAC2-M1ULTRA Metal,mac2-m1ultra.metal,,General purpose,,128 GiB,20 vCPUs,EBS only,10 Gigabit,,,,,
MAC2-M2 Metal,mac2-m2.metal,,General purpose,,24 GiB,8 vCPUs,EBS only,10 Gigabit,,,,,
MAC2-M2PRO Metal,mac2-m2pro.metal,,General purpose,,32 GiB,12 vCPUs,EBS only,10 Gigabit,,,,,
MAC2 Metal,mac2.metal,,General purpose,,16 GiB,8 vCPUs,EBS only,10 Gigabit,,,,,
P2 General Purpose GPU 16xlarge Extra Large,p2.16xlarge,,GPU instance,,732 GiB,64 vCPUs,EBS only,20 Gigabit,,,,,
P2 General Purpose GPU Eight Extra Large,p2.8xlarge,,GPU instance,,488 GiB,32 vCPUs,EBS only,10 Gigabit,,,,,
P2 General Purpose GPU Extra Large,p2.xlarge,,GPU instance,,61 GiB,4 vCPUs,EBS only,High,,,,,
P3 High Performance GPU 16xlarge Extra Large,p3.16xlarge,,GPU instance,,488 GiB,64 vCPUs,EBS only,25 Gigabit,,,,,
P3 High Performance GPU Double Extra Large,p3.2xlarge,,GPU instance,,61 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,,,,,
P3 High Performance GPU Eight Extra Large,p3.8xlarge,,GPU instance,,244 GiB,32 vCPUs,EBS only,10 Gigabit,,,,,
P3DN 24xlarge,p3dn.24xlarge,"1,323,529.412",GPU instance,162.0 fps,768 GiB,96 vCPUs,1800 GB (2×900 GB NVMe SSD),100 Gigabit,,,,,
P4D Highest Performance GPU 24xlarge,p4d.24xlarge,"1,593,360.996",GPU instance,,1152 GiB,96 vCPUs,8000 GB (8×1000 GB NVMe SSD),4x 100 Gigabit,,,,,
P4DE 24xlarge,p4de.24xlarge,"1,557,493.409",GPU instance,,1152 GiB,96 vCPUs,8000 GB (8×1000 GB NVMe SSD),4x 100 Gigabit,,,,,
P5 48xlarge,p5.48xlarge,"3,900,325.027",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$68.80 hourly,,$20.1518 hourly,,
P5 Quadruple Extra Large,p5.4xlarge,,GPU instance,,256 GiB,16 vCPUs,3800 GB NVMe SSD,100 Gigabit,,,,,
P5e High Performance Computing GPU 48xlarge,p5e.48xlarge,"3,884,477.265",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,,,,,
P5en High Performance Computing GPU 48xlarge,p5en.48xlarge,,GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,$79.12 hourly,,$79.12 hourly,,
P6-B200 High Performance and Machine Learning GPU 48xlarge,p6-b200.48xlarge,"3,990,024.938",GPU instance,,2048 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),3200 Gigabit,,,,,
P6-B300 48xlarge,p6-b300.48xlarge,,GPU instance,,4096 GiB,192 vCPUs,30400 GB (8×3800 GB NVMe SSD),6400 Gigabit,,,,,
P6E-GB200 36xlarge,p6e-gb200.36xlarge,,GPU instance,,960 GiB,144 vCPUs,EBS only,1700 Gigabit,,,,,
R3 High-Memory Double Extra Large,r3.2xlarge,"119,290.223",Memory optimized,42.0 fps,61 GiB,8 vCPUs,160 GB SSD,High,$0.741 hourly,$0.543 hourly,$0.1318 hourly,$1.134 hourly,$0.90 hourly
R3 High-Memory Quadruple Extra Large,r3.4xlarge,"237,154.15",Memory optimized,78.0 fps,122 GiB,16 vCPUs,320 GB SSD,High,$1.482 hourly,$1.087 hourly,$0.2643 hourly,$2.111 hourly,$1.584 hourly
R3 High-Memory Eight Extra Large,r3.8xlarge,"480,408.347",Memory optimized,141.0 fps,244 GiB,32 vCPUs,640 GB (2×320 GB SSD),10 Gigabit,$2.964 hourly,$2.174 hourly,$0.5303 hourly,$3.80 hourly,$2.518 hourly
R3 High-Memory Large,r3.large,"29,617.929",Memory optimized,11.0 fps,15.25 GiB,2 vCPUs,32 GB SSD,Moderate,$0.185 hourly,$0.136 hourly,$0.0343 hourly,$0.32 hourly,$0.251 hourly
R3 High-Memory Extra Large,r3.xlarge,"60,682.68",Memory optimized,22.0 fps,30.5 GiB,4 vCPUs,80 GB SSD,Moderate,$0.371 hourly,$0.272 hourly,$0.1453 hourly,$0.633 hourly,$0.456 hourly
R4 High-Memory 16xlarge Extra Large,r4.16xlarge,"1,122,216.377",Memory optimized,213.0 fps,488 GiB,64 vCPUs,EBS only,25 Gigabit,$4.7424 hourly,$2.9904 hourly,$1.5835 hourly,$7.6864 hourly,$5.9344 hourly
R4 High-Memory Double Extra Large,r4.2xlarge,"105,899.484",Memory optimized,34.0 fps,61 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.5928 hourly,$0.3738 hourly,$0.2351 hourly,$0.9608 hourly,$0.7418 hourly
R4 High-Memory Quadruple Extra Large,r4.4xlarge,"238,912.946",Memory optimized,79.0 fps,122 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.1856 hourly,$0.7476 hourly,$0.3935 hourly,$1.9216 hourly,$1.4836 hourly
R4 High-Memory Eight Extra Large,r4.8xlarge,"467,745.079",Memory optimized,127.0 fps,244 GiB,32 vCPUs,EBS only,10 Gigabit,$2.3712 hourly,$1.4952 hourly,$0.7884 hourly,$3.8432 hourly,$2.9672 hourly
R4 High-Memory Large,r4.large,"26,099.439",Memory optimized,9.7 fps,15.25 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.1482 hourly,$0.0934 hourly,$0.0493 hourly,$0.2402 hourly,$0.1854 hourly
R4 High-Memory Extra Large,r4.xlarge,"54,704.595",Memory optimized,20.0 fps,30.5 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.2964 hourly,$0.1869 hourly,$0.1183 hourly,$0.4804 hourly,$0.3709 hourly
R5 12xlarge Extra Large,r5.12xlarge,"703,743.525",Memory optimized,158.0 fps,384 GiB,48 vCPUs,EBS only,12 Gigabit,$3.36 hourly,$2.117 hourly,$0.7086 hourly,$5.568 hourly,$4.325 hourly
R5 16xlarge Extra Large,r5.16xlarge,"928,657.799",Memory optimized,163.0 fps,512 GiB,64 vCPUs,EBS only,20 Gigabit,$4.48 hourly,$2.822 hourly,$1.0227 hourly,$7.424 hourly,$5.766 hourly
R5 24xlarge,r5.24xlarge,"1,351,398.909",Memory optimized,177.0 fps,768 GiB,96 vCPUs,EBS only,25 Gigabit,$6.72 hourly,$4.234 hourly,$1.267 hourly,$11.136 hourly,$8.65 hourly
R5 Double Extra Large,r5.2xlarge,"109,920.308",Memory optimized,39.0 fps,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.56 hourly,$0.353 hourly,$0.2003 hourly,$0.928 hourly,$0.721 hourly
R5 Quadruple Extra Large,r5.4xlarge,"225,035.162",Memory optimized,77.0 fps,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.12 hourly,$0.706 hourly,$0.3881 hourly,$1.856 hourly,$1.442 hourly
R5 Eight Extra Large,r5.8xlarge,"449,290.963",Memory optimized,134.0 fps,256 GiB,32 vCPUs,EBS only,10 Gigabit,$2.24 hourly,$1.411 hourly,$0.5692 hourly,$3.712 hourly,$2.883 hourly
R5 Large,r5.large,"29,155.936",Memory optimized,11.0 fps,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.14 hourly,$0.088 hourly,$0.047 hourly,$0.232 hourly,$0.18 hourly
R5 Metal,r5.metal,"1,310,893.387",Memory optimized,176.0 fps,768 GiB,96 vCPUs,EBS only,25 Gigabit,$6.72 hourly,$4.234 hourly,$1.2043 hourly,$11.136 hourly,$8.65 hourly
R5 Extra Large,r5.xlarge,"58,306.205",Memory optimized,20.0 fps,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.28 hourly,$0.176 hourly,$0.1005 hourly,$0.464 hourly,$0.36 hourly
R5A 12xlarge Extra Large,r5a.12xlarge,"635,004.63",Memory optimized,107.0 fps,384 GiB,48 vCPUs,EBS only,10 Gigabit,$3.024 hourly,$1.905 hourly,$0.7821 hourly,$5.232 hourly,$4.113 hourly
R5A 16xlarge Extra Large,r5a.16xlarge,"825,593.395",Memory optimized,107.0 fps,512 GiB,64 vCPUs,EBS only,12 Gigabit,$4.032 hourly,$2.54 hourly,$1.3203 hourly,$6.976 hourly,$5.484 hourly
R5A 24xlarge,r5a.24xlarge,"1,175,174.44",Memory optimized,115.0 fps,768 GiB,96 vCPUs,EBS only,20 Gigabit,$6.048 hourly,$3.81 hourly,$1.0709 hourly,$10.464 hourly,$8.226 hourly
R5A Double Extra Large,r5a.2xlarge,"104,404.568",Memory optimized,37.0 fps,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,$0.504 hourly,$0.318 hourly,$0.2219 hourly,$0.872 hourly,$0.686 hourly
R5A Quadruple Extra Large,r5a.4xlarge,"209,918.657",Memory optimized,67.0 fps,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,$1.008 hourly,$0.635 hourly,$0.3495 hourly,$1.744 hourly,$1.371 hourly
R5A Eight Extra Large,r5a.8xlarge,"407,695.248",Memory optimized,99.0 fps,256 GiB,32 vCPUs,EBS only,Up to 10 Gigabit,$2.016 hourly,$1.27 hourly,$0.8191 hourly,$3.488 hourly,$2.742 hourly
R5A Large,r5a.large,"26,305.406",Memory optimized,9.6 fps,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,$0.126 hourly,$0.079 hourly,$0.0431 hourly,$0.218 hourly,$0.171 hourly
R5A Extra Large,r5a.xlarge,"53,565.45",Memory optimized,19.0 fps,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,$0.252 hourly,$0.159 hourly,$0.1134 hourly,$0.436 hourly,$0.343 hourly
R5AD 12xlarge Extra Large,r5ad.12xlarge,"617,178.124",Memory optimized,111.0 fps,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),10 Gigabit,$3.552 hourly,$2.238 hourly,$1.0625 hourly,$5.76 hourly,$4.446 hourly
R5AD 16xlarge Extra Large,r5ad.16xlarge,"824,529.76",Memory optimized,117.0 fps,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),12 Gigabit,$4.736 hourly,$2.984 hourly,$1.2611 hourly,$7.68 hourly,$5.928 hourly
R5AD 24xlarge,r5ad.24xlarge,"1,255,066.022",Memory optimized,112.0 fps,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),20 Gigabit,$7.104 hourly,$4.476 hourly,$1.1985 hourly,$11.52 hourly,$8.892 hourly
R5AD Double Extra Large,r5ad.2xlarge,"102,362.876",Memory optimized,37.0 fps,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.592 hourly,$0.373 hourly,$0.2234 hourly,$0.96 hourly,$0.741 hourly
R5AD Quadruple Extra Large,r5ad.4xlarge,"209,218.699",Memory optimized,68.0 fps,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.184 hourly,$0.746 hourly,$0.3962 hourly,$1.92 hourly,$1.482 hourly
R5AD Eight Extra Large,r5ad.8xlarge,"399,052.251",Memory optimized,100.0 fps,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),Up to 10 Gigabit,$2.368 hourly,$1.492 hourly,$0.7993 hourly,$3.84 hourly,$2.964 hourly
R5AD Large,r5ad.large,"26,638.253",Memory optimized,9.6 fps,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.148 hourly,$0.093 hourly,$0.0484 hourly,$0.24 hourly,$0.185 hourly
R5AD Extra Large,r5ad.xlarge,"51,880.674",Memory optimized,19.0 fps,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.296 hourly,$0.186 hourly,$0.1148 hourly,$0.48 hourly,$0.37 hourly
R5B 12xlarge Extra Large,r5b.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,EBS only,12 Gigabit,,,,,
R5B 16xlarge Extra Large,r5b.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,EBS only,20 Gigabit,,,,,
R5B 24xlarge,r5b.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,EBS only,25 Gigabit,,,,,
R5B Double Extra Large,r5b.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,EBS only,Up to 10 Gigabit,,,,,
R5B Quadruple Extra Large,r5b.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,EBS only,Up to 10 Gigabit,,,,,
R5B Eight Extra Large,r5b.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,EBS only,10 Gigabit,,,,,
R5B Large,r5b.large,,Memory optimized,,16 GiB,2 vCPUs,EBS only,Up to 10 Gigabit,,,,,
R5B Metal,r5b.metal,,Memory optimized,,768 GiB,96 vCPUs,EBS only,25 Gigabit,,,,,
R5B Extra Large,r5b.xlarge,,Memory optimized,,32 GiB,4 vCPUs,EBS only,Up to 10 Gigabit,,,,,
R5D 12xlarge Extra Large,r5d.12xlarge,"685,714.286",Memory optimized,159.0 fps,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),12 Gigabit,$3.888 hourly,$2.449 hourly,$1.0853 hourly,$6.096 hourly,$4.657 hourly
R5D 16xlarge Extra Large,r5d.16xlarge,"919,188.051",Memory optimized,164.0 fps,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),20 Gigabit,$5.184 hourly,$3.266 hourly,$1.4416 hourly,$8.128 hourly,$6.21 hourly
R5D 24xlarge,r5d.24xlarge,"1,345,951.63",Memory optimized,173.0 fps,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$7.776 hourly,$4.899 hourly,$3.3202 hourly,$12.192 hourly,$9.315 hourly
R5D Double Extra Large,r5d.2xlarge,"116,138.398",Memory optimized,39.0 fps,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 10 Gigabit,$0.648 hourly,$0.408 hourly,$0.317 hourly,$1.016 hourly,$0.776 hourly
R5D Quadruple Extra Large,r5d.4xlarge,"232,862.757",Memory optimized,77.0 fps,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 10 Gigabit,$1.296 hourly,$0.816 hourly,$0.5095 hourly,$2.032 hourly,$1.552 hourly
R5D Eight Extra Large,r5d.8xlarge,"467,085.097",Memory optimized,133.0 fps,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),10 Gigabit,$2.592 hourly,$1.633 hourly,$0.97 hourly,$4.064 hourly,$3.105 hourly
R5D Large,r5d.large,"28,203.441",Memory optimized,11.0 fps,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 10 Gigabit,$0.162 hourly,$0.102 hourly,$0.0527 hourly,$0.254 hourly,$0.194 hourly
R5D Metal,r5d.metal,"1,303,816.379",Memory optimized,170.0 fps,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),25 Gigabit,$7.776 hourly,$4.899 hourly,$1.4053 hourly,$12.192 hourly,$9.315 hourly
R5D Extra Large,r5d.xlarge,"58,662.495",Memory optimized,20.0 fps,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 10 Gigabit,$0.324 hourly,$0.204 hourly,$0.1353 hourly,$0.508 hourly,$0.388 hourly
R5DN 12xlarge Extra Large,r5dn.12xlarge,,Memory optimized,,384 GiB,48 vCPUs,1800 GB (2×900 GB NVMe SSD),50 Gigabit,,,,,
R5DN 16xlarge Extra Large,r5dn.16xlarge,,Memory optimized,,512 GiB,64 vCPUs,2400 GB (4×600 GB NVMe SSD),75 Gigabit,,,,,
R5DN 24xlarge,r5dn.24xlarge,,Memory optimized,,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,,,,,
R5DN Double Extra Large,r5dn.2xlarge,,Memory optimized,,64 GiB,8 vCPUs,300 GB NVMe SSD,Up to 25 Gigabit,,,,,
R5DN Quadruple Extra Large,r5dn.4xlarge,,Memory optimized,,128 GiB,16 vCPUs,600 GB (2×300 GB NVMe SSD),Up to 25 Gigabit,,,,,
R5DN Eight Extra Large,r5dn.8xlarge,,Memory optimized,,256 GiB,32 vCPUs,1200 GB (2×600 GB NVMe SSD),25 Gigabit,,,,,
R5DN Large,r5dn.large,,Memory optimized,,16 GiB,2 vCPUs,75 GB NVMe SSD,Up to 25 Gigabit,,,,,
R5DN Metal,r5dn.metal,,Memory optimized,,768 GiB,96 vCPUs,3600 GB (4×900 GB NVMe SSD),100 Gigabit,,,,,
R5DN Extra Large,r5dn.xlarge,,Memory optimized,,32 GiB,4 vCPUs,150 GB NVMe SSD,Up to 25 Gigabit,,,,,
R5N 12xlarge Extra Large,r5n.12xlarge,"719,172.951",Memory optimized,158.0 fps,384 GiB,48 vCPUs,EBS only,50 Gigabit,$4.056 hourly,$2.56 hourly,$1.3449 hourly,$6.264 hourly,$4.768 hourly
R5N 16xlarge Extra Large,r5n.16xlarge,"911,940.724",Memory optimized,160.0 fps,512 GiB,64 vCPUs,EBS only,75 Gigabit,$5.408 hourly,$3.413 hourly,$1.1059 hourly,$8.352 hourly,$6.357 hourly
R5N 24xlarge,r5n.24xlarge,"1,355,214.399",Memory optimized,176.0 fps,768 GiB,96 vCPUs,EBS only,100 Gigabit,$8.112 hourly,$5.119 hourly,$1.6033 hourly,$12.528 hourly,$5.119 hourly
R5N Double Extra Large,r5n.2xlarge,"122,906.745",Memory optimized,47.0 fps,64 GiB,8 vCPUs,EBS only,Up to 25 Gigabit,$0.676 hourly,$0.427 hourly,$0.2596 hourly,$1.044 hourly,$0.795 hourly
